track_name,track_id,track_popularity,track_duration_ms,artist_name,artist_id,artist_genre,artist_followers,artist_popularity,album_name,album_id,album_release_year,danceability,energy,key,key_name,mode,mode_name,loudness,speechiness,acousticness,tempo,time_signature,times_listened
Summer Triangle,4HlVBDhOIu9V63fAHDik0e,45,75254,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.4,0.0743,9,A,1,major,-17.549,0.0611,0.976,90.014,4,2
Bedroom Afternoon,4uEvWnCHB2WdPfV8dnjbJS,45,220990,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.589,0.148,0,C,1,major,-18.862,0.0302,0.983,93.608,4,2
A Winter's Day,51JpyTDkD6g4P1godXQqWr,45,311525,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.51,0.375,4,E,1,major,-16.31,0.0389,0.742,117.814,4,2
Moon Ride,6SHopxAAzHsJJ9wzBLBogx,43,300019,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.564,0.324,11,B,0,minor,-12.402,0.0253,0.702,95.556,4,2
Old Notebook,3tu3nbfeAwQ8xgi2YrnQBA,42,279185,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.409,0.423,2,D,1,major,-11.57,0.0281,0.785,150.333,3,1
Amidst the Morning Fog,05TWN8gERjdwtKYBsEmxwW,42,283899,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.422,0.313,4,E,1,major,-12.149,0.0322,0.917,130.314,4,1
Alone in My Room,1nPXBgflWZSAomAon6i7qw,53,281481,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.364,0.165,9,A,1,major,-12.12,0.0325,0.933,120.308,4,1
Night Drizzle,6gjLFDKn5F1yFY3p1mOE00,42,176411,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.37,0.104,0,C,1,major,-15.87,0.0311,0.979,131.115,4,1
Dawn,41CWwuwx3OYUZVPFJerS6c,43,212567,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Dusk to Dawn,7rAKQOCXiqYF1PnWBot3Be,2023,0.305,0.0693,9,A,0,minor,-16.725,0.0299,0.962,101.202,4,1
At the night party,0SiTmtJyOqkuKSOXqu6Y5l,34,352439,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Her Watch,7vXAMJhJF7viqpEDclzx7r,2018,0.517,0.3,9,A,1,major,-11.869,0.0318,0.696,143.944,4,1
Symphony,2FCcxkGUbzexSBv1mcySm9,42,405239,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Yume,0snrpSOntTb03Sd8XDPn78,2014,0.228,0.388,9,A,1,major,-8.068,0.0298,0.519,71.086,4,8
Kuso Yakan Hikoh,6bBlKhPLj2sDY1kXzeXMbt,39,256146,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Tokyo Utopia Tsushin,3IEjje6Km1ZQBw94VQgqAK,2011,0.53,0.843,9,A,1,major,-5.171,0.0536,0.526,130.996,4,1
Hiyayakana Jokei,5AwTV81y6vH0vnXqW9Trll,43,429306,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Tokyo Utopia Tsushin,3IEjje6Km1ZQBw94VQgqAK,2011,0.394,0.609,6,F#,0,minor,-6.146,0.0345,0.493,122.433,4,2
Mood Romantica,1kXUjeEyOBgASxve7SLbrd,53,217600,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,Tokyo Utopia Tsushin,3IEjje6Km1ZQBw94VQgqAK,2011,0.584,0.814,0,C,1,major,-5.07,0.0365,0.809,120.63,4,4
儚き春の一幕,6ecnv2jSOOKlxY6d9KqQuq,56,326786,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.153,0.309,6,F#,0,minor,-10.066,0.0323,0.722,71.529,4,50
密やかに,1vH0VkHWjdFkh0R2hhBh6n,57,173880,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.338,0.143,2,D,1,major,-12.849,0.0368,0.982,126.568,4,6
夕暮れ,6yISfdj2mq1q9EyPGgnvO1,47,331546,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.368,0.245,4,E,1,major,-9.653,0.026,0.951,74.273,4,13
雨降る夜の向こう,24kobKjeJdJPXnqaf5hB93,55,311920,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.542,0.436,7,G,1,major,-8.571,0.0273,0.805,73.505,4,27
ゆめうつつ,1GTC0DN9LGOdP0NdvoHyX7,72,315640,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.346,0.126,2,D,1,major,-16.89,0.0347,0.985,92.959,4,27
白昼夢,2E6PG98682N48a7oSTpGDY,46,242453,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.38,0.439,2,D,1,major,-8.007,0.029,0.663,81.856,4,12
日本少年の夏,0WtYVwg3sYsiRiVQKbBG9d,47,356360,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.614,0.319,6,F#,0,minor,-10.392,0.0275,0.856,130.19,4,13
二十歳の恋,1EA40FX9aBaKIXwIp83WzL,70,193466,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.632,0.375,4,E,0,minor,-12.115,0.0274,0.793,113.94,4,22
冬の影は哀しみ,3KEh7kUTfPQ7oceOyadDFZ,54,192693,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.349,0.14,4,E,1,major,-14.319,0.035,0.957,134.113,4,9
ヱンド・オブ・ア・ホリデヰ,5yhvFjMKanHlLhfhucOZgW,NA,292053,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.629,0.414,5,F,1,major,-10.254,0.0272,0.764,106.785,4,14
ア・サマア・バケイション,0Sxq0220XBk9Vo9cfHaBVC,NA,263413,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,ランプ幻想,7b55VfUk2Vpuqnac9NDREc,2008,0.321,0.164,4,E,0,minor,-12.959,0.0297,0.973,138.637,4,8
夜風,6mOdPbbVcDuGDotNo3bHtC,46,341800,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,木洩陽通りにて,5E74hczbln3vnszAQ1wf2E,2005,0.583,0.651,4,E,0,minor,-5.488,0.028,0.635,93.982,4,10
For Lovers,6BGNjTZ8zp9MlsIydBa7A9,68,75053,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,For Lovers,0gwS2D9sukMLXNvleEnYr2,2004,0.565,0.0522,7,G,1,major,-17.892,0.0447,0.975,73.582,4,29
HIROGARU-NAMIDA,3rv9CRv3T4sz3u4JMooWY4,52,274200,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,For Lovers,0gwS2D9sukMLXNvleEnYr2,2004,0.504,0.545,6,F#,0,minor,-5.285,0.0274,0.751,113.881,4,5
Last Train At 25 O'clock,3VPBPBZKxQu3bqeuzz8gRm,63,263840,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,For Lovers,0gwS2D9sukMLXNvleEnYr2,2004,0.595,0.741,11,B,1,major,-5.601,0.0293,0.501,130.047,4,55
Tomorrow Comes I Will,1Tii3aXrNzb8IDXs6cxfZz,45,231906,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,For Lovers,0gwS2D9sukMLXNvleEnYr2,2004,0.584,0.645,0,C,1,major,-4.847,0.0269,0.779,129.971,4,32
Rainy Tapestry,3INsIMe6Ap6EJ2xXgt9NB8,55,326546,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,For Lovers,0gwS2D9sukMLXNvleEnYr2,2004,0.545,0.479,11,B,0,minor,-8.869,0.0272,0.705,71.972,4,7
Behind The Moon Shadow,77zsHdb523rUQnOYUSG3qb,59,309720,Lamp,0rFHElzeddB9ymDjgpBENX,japanese alternative pop,881884,63,For Lovers,0gwS2D9sukMLXNvleEnYr2,2004,0.632,0.174,11,B,0,minor,-10.611,0.0294,0.944,105.205,4,29
オリビアを聴きながら,1EtGuTEIAqZkBIjzY3MWCf,50,279253,Anri,0xGtOrmB2hnrNRLG3vhpSo,classic city pop,323194,55,杏里-apricot jam-,4E5s2HAXw9q2m8Hcs4qkoy,1978,0.453,0.486,7,G,1,major,-7.934,0.0261,0.733,141.31,4,1
White Room,47kKriL1d9WiVRBy0YxW5V,40,264067,Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,folktronica,82708,37,Gongjoong Doduk,6xzqytqEOwBgNIYaGzgTMR,2015,0.438,0.631,7,G,0,minor,-6.983,0.0364,0.39,98.81,3,2
White Room,47kKriL1d9WiVRBy0YxW5V,40,264067,Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,korean indie rock,82708,37,Gongjoong Doduk,6xzqytqEOwBgNIYaGzgTMR,2015,0.438,0.631,7,G,0,minor,-6.983,0.0364,0.39,98.81,3,2
Parasol,12h0Ad5S2bDc1U005WZ2Ha,34,120018,Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,folktronica,82708,37,Gongjoong Doduk,6xzqytqEOwBgNIYaGzgTMR,2015,0.626,0.766,9,A,0,minor,-6.724,0.104,0.625,129.058,4,5
Parasol,12h0Ad5S2bDc1U005WZ2Ha,34,120018,Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,korean indie rock,82708,37,Gongjoong Doduk,6xzqytqEOwBgNIYaGzgTMR,2015,0.626,0.766,9,A,0,minor,-6.724,0.104,0.625,129.058,4,5
Swamp,1X5EE22fKyFdGH5nqnucBo,37,379202,Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,folktronica,82708,37,Gongjoong Doduk,6xzqytqEOwBgNIYaGzgTMR,2015,0.51,0.681,0,C,0,minor,-5.926,0.0407,0.702,143.644,4,1
Swamp,1X5EE22fKyFdGH5nqnucBo,37,379202,Mid-Air Thief,0zGRuj0aQ3mM6i2dQoO8h0,korean indie rock,82708,37,Gongjoong Doduk,6xzqytqEOwBgNIYaGzgTMR,2015,0.51,0.681,0,C,0,minor,-5.926,0.0407,0.702,143.644,4,1
Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,73,203133,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Good Morning It's Now Tomorrow,4eyBviSES0CZjUaipdnHku,2021,0.599,0.427,5,F,1,major,-9.037,0.0242,0.747,73.801,4,1
Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,73,203133,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Good Morning It's Now Tomorrow,4eyBviSES0CZjUaipdnHku,2021,0.599,0.427,5,F,1,major,-9.037,0.0242,0.747,73.801,4,1
Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,73,203133,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Good Morning It's Now Tomorrow,4eyBviSES0CZjUaipdnHku,2021,0.599,0.427,5,F,1,major,-9.037,0.0242,0.747,73.801,4,1
Mystery,41ZPPTp7Hj9Bhy361OKtfK,57,223466,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Good Morning It's Now Tomorrow,4eyBviSES0CZjUaipdnHku,2021,0.61,0.338,2,D,1,major,-8.748,0.0255,0.859,78.477,4,1
Mystery,41ZPPTp7Hj9Bhy361OKtfK,57,223466,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Good Morning It's Now Tomorrow,4eyBviSES0CZjUaipdnHku,2021,0.61,0.338,2,D,1,major,-8.748,0.0255,0.859,78.477,4,1
Mystery,41ZPPTp7Hj9Bhy361OKtfK,57,223466,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Good Morning It's Now Tomorrow,4eyBviSES0CZjUaipdnHku,2021,0.61,0.338,2,D,1,major,-8.748,0.0255,0.859,78.477,4,1
Rom-Com Gone Wrong,3JPykcDhUA7DMrxN6eXzQ4,62,205836,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.601,0.422,3,D#,1,major,-8.539,0.0231,0.842,76.46,4,2
Rom-Com Gone Wrong,3JPykcDhUA7DMrxN6eXzQ4,62,205836,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.601,0.422,3,D#,1,major,-8.539,0.0231,0.842,76.46,4,2
Rom-Com Gone Wrong,3JPykcDhUA7DMrxN6eXzQ4,62,205836,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.601,0.422,3,D#,1,major,-8.539,0.0231,0.842,76.46,4,2
Jupiter,3kg7A13eqXpZnnyXEVcGsj,62,168852,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.493,0.545,7,G,1,major,-7.824,0.0282,0.385,179.914,4,1
Jupiter,3kg7A13eqXpZnnyXEVcGsj,62,168852,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.493,0.545,7,G,1,major,-7.824,0.0282,0.385,179.914,4,1
Jupiter,3kg7A13eqXpZnnyXEVcGsj,62,168852,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.493,0.545,7,G,1,major,-7.824,0.0282,0.385,179.914,4,1
Intolewd,79rfskJwK9NLN3p5cdccth,77,79989,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.759,0.203,7,G,0,minor,-16.991,0.039,0.91,85.092,4,10
Intolewd,79rfskJwK9NLN3p5cdccth,77,79989,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.759,0.203,7,G,0,minor,-16.991,0.039,0.91,85.092,4,10
Intolewd,79rfskJwK9NLN3p5cdccth,77,79989,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.759,0.203,7,G,0,minor,-16.991,0.039,0.91,85.092,4,10
Krystal,5JJPfHpByZ66XsEyCNVi2p,68,220244,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.521,0.509,3,D#,1,major,-8.059,0.0276,0.738,153.563,4,8
Krystal,5JJPfHpByZ66XsEyCNVi2p,68,220244,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.521,0.509,3,D#,1,major,-8.059,0.0276,0.738,153.563,4,8
Krystal,5JJPfHpByZ66XsEyCNVi2p,68,220244,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.521,0.509,3,D#,1,major,-8.059,0.0276,0.738,153.563,4,8
Curl up & Die,0mDn9q0XZBVI3xICivkTY1,66,202022,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie anthem-folk,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.615,0.281,11,B,1,major,-8.468,0.0273,0.874,131.979,3,1
Curl up & Die,0mDn9q0XZBVI3xICivkTY1,66,202022,Matt Maltese,12j6dJrPXanCBwY599pZxf,indie pop,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.615,0.281,11,B,1,major,-8.468,0.0273,0.874,131.979,3,1
Curl up & Die,0mDn9q0XZBVI3xICivkTY1,66,202022,Matt Maltese,12j6dJrPXanCBwY599pZxf,pov: indie,457628,66,Krystal,0DMKZZanrzK36YjFyI5nfF,2020,0.615,0.281,11,B,1,major,-8.468,0.0273,0.874,131.979,3,1
My Way,3spdoTYpuCpmq19tuD0bOe,75,276800,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,adult standards,6744763,80,My Way (Expanded Edition),3IdNQBn7De23AVyv2V67wn,NA,0.401,0.381,2,D,1,major,-7.458,0.0274,0.7,75.454,4,1
My Way,3spdoTYpuCpmq19tuD0bOe,75,276800,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,easy listening,6744763,80,My Way (Expanded Edition),3IdNQBn7De23AVyv2V67wn,NA,0.401,0.381,2,D,1,major,-7.458,0.0274,0.7,75.454,4,1
My Way,3spdoTYpuCpmq19tuD0bOe,75,276800,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,lounge,6744763,80,My Way (Expanded Edition),3IdNQBn7De23AVyv2V67wn,NA,0.401,0.381,2,D,1,major,-7.458,0.0274,0.7,75.454,4,1
Blue Moon - 1999 Remastered,5RLzsVW6UNiV2YrOlKwzNN,61,171426,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,adult standards,6744763,80,Sinatra's Swingin' Session!!! And More (Remastered / Expanded Edition),0rnnzYSJbxKoxcp9U5I2zF,1961,0.644,0.156,1,C#,1,major,-16.529,0.0329,0.532,113.96,4,1
Blue Moon - 1999 Remastered,5RLzsVW6UNiV2YrOlKwzNN,61,171426,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,easy listening,6744763,80,Sinatra's Swingin' Session!!! And More (Remastered / Expanded Edition),0rnnzYSJbxKoxcp9U5I2zF,1961,0.644,0.156,1,C#,1,major,-16.529,0.0329,0.532,113.96,4,1
Blue Moon - 1999 Remastered,5RLzsVW6UNiV2YrOlKwzNN,61,171426,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,lounge,6744763,80,Sinatra's Swingin' Session!!! And More (Remastered / Expanded Edition),0rnnzYSJbxKoxcp9U5I2zF,1961,0.644,0.156,1,C#,1,major,-16.529,0.0329,0.532,113.96,4,1
Don't Let Me Go,4b3khTm3ufGRTyZwuYdasn,70,262560,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.414,0.369,6,F#,1,major,-9.606,0.0262,0.453,96.722,3,11
Don't Let Me Go,4b3khTm3ufGRTyZwuYdasn,70,262560,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.414,0.369,6,F#,1,major,-9.606,0.0262,0.453,96.722,3,11
Don't Let Me Go,4b3khTm3ufGRTyZwuYdasn,70,262560,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.414,0.369,6,F#,1,major,-9.606,0.0262,0.453,96.722,3,11
Don't Let Me Go,4b3khTm3ufGRTyZwuYdasn,70,262560,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,shoegaze,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.414,0.369,6,F#,1,major,-9.606,0.0262,0.453,96.722,3,11
Kiss It Off Me,2UKvxuMTM7JwprZrnpxgY1,70,269933,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.521,0.298,4,E,1,major,-12.474,0.026,0.754,80.388,4,35
Kiss It Off Me,2UKvxuMTM7JwprZrnpxgY1,70,269933,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.521,0.298,4,E,1,major,-12.474,0.026,0.754,80.388,4,35
Kiss It Off Me,2UKvxuMTM7JwprZrnpxgY1,70,269933,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.521,0.298,4,E,1,major,-12.474,0.026,0.754,80.388,4,35
Kiss It Off Me,2UKvxuMTM7JwprZrnpxgY1,70,269933,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,shoegaze,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.521,0.298,4,E,1,major,-12.474,0.026,0.754,80.388,4,35
Heavenly,70YTBH8vOGJNMhy6186yFm,79,286773,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.535,0.437,8,G#,1,major,-9.187,0.0248,0.669,105.22,4,19
Heavenly,70YTBH8vOGJNMhy6186yFm,79,286773,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.535,0.437,8,G#,1,major,-9.187,0.0248,0.669,105.22,4,19
Heavenly,70YTBH8vOGJNMhy6186yFm,79,286773,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.535,0.437,8,G#,1,major,-9.187,0.0248,0.669,105.22,4,19
Heavenly,70YTBH8vOGJNMhy6186yFm,79,286773,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,shoegaze,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.535,0.437,8,G#,1,major,-9.187,0.0248,0.669,105.22,4,19
Touch,1l4pW7Tklvcc3k38rDFMkk,73,292853,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.483,0.5,6,F#,1,major,-9.403,0.0241,0.354,95.981,4,23
Touch,1l4pW7Tklvcc3k38rDFMkk,73,292853,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.483,0.5,6,F#,1,major,-9.403,0.0241,0.354,95.981,4,23
Touch,1l4pW7Tklvcc3k38rDFMkk,73,292853,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.483,0.5,6,F#,1,major,-9.403,0.0241,0.354,95.981,4,23
Touch,1l4pW7Tklvcc3k38rDFMkk,73,292853,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,shoegaze,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.483,0.5,6,F#,1,major,-9.403,0.0241,0.354,95.981,4,23
Hentai,4SjEdGI6Otmo5DRxAXKS9o,64,285146,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.453,0.227,5,F,0,minor,-12.418,0.0285,0.712,125.984,4,11
Hentai,4SjEdGI6Otmo5DRxAXKS9o,64,285146,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.453,0.227,5,F,0,minor,-12.418,0.0285,0.712,125.984,4,11
Hentai,4SjEdGI6Otmo5DRxAXKS9o,64,285146,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.453,0.227,5,F,0,minor,-12.418,0.0285,0.712,125.984,4,11
Hentai,4SjEdGI6Otmo5DRxAXKS9o,64,285146,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,shoegaze,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.453,0.227,5,F,0,minor,-12.418,0.0285,0.712,125.984,4,11
Cry,3p4hRhMcb6ch8OLtATMaLw,85,256799,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.406,0.399,7,G,1,major,-10.449,0.0278,0.756,142.83,4,56
Cry,3p4hRhMcb6ch8OLtATMaLw,85,256799,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.406,0.399,7,G,1,major,-10.449,0.0278,0.756,142.83,4,56
Cry,3p4hRhMcb6ch8OLtATMaLw,85,256799,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.406,0.399,7,G,1,major,-10.449,0.0278,0.756,142.83,4,56
Cry,3p4hRhMcb6ch8OLtATMaLw,85,256799,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,shoegaze,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.406,0.399,7,G,1,major,-10.449,0.0278,0.756,142.83,4,56
Pure,0byw9oyQKnZ1fUWHfLQ9Wq,62,254626,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,ambient pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.537,0.211,6,F#,0,minor,-13.477,0.0312,0.557,134.475,3,5
Pure,0byw9oyQKnZ1fUWHfLQ9Wq,62,254626,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,dream pop,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.537,0.211,6,F#,0,minor,-13.477,0.0312,0.557,134.475,3,5
Pure,0byw9oyQKnZ1fUWHfLQ9Wq,62,254626,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,el paso indie,9026393,80,Cry,4uQ5kFmXQdCxz3WvM4UUzy,2019,0.537,0.211,6,F#,0,minor,-13.477,0.0312,0.557,134.475,3,5
